serial_num,mac_sta,mac_eth,pop_code,qr_code
001d4bf34910,00:1D:4B:F3:49:10,00:1D:4B:F3:49:13,5184,"001d4bf34910,00:1D:4B:F3:49:10,00:1D:4B:F3:49:12,5184"
001d4bf34914,00:1D:4B:F3:49:14,00:1D:4B:F3:49:17,2228,"001d4bf34914,00:1D:4B:F3:49:14,00:1D:4B:F3:49:16,2228"
001d4bf34918,00:1D:4B:F3:49:18,00:1D:4B:F3:49:1B,4218,"001d4bf34918,00:1D:4B:F3:49:18,00:1D:4B:F3:49:1A,4218"
001d4bf3491c,00:1D:4B:F3:49:1C,00:1D:4B:F3:49:1F,2311,"001d4bf3491c,00:1D:4B:F3:49:1C,00:1D:4B:F3:49:1E,2311"
001d4bf34920,00:1D:4B:F3:49:20,00:1D:4B:F3:49:23,2795,"001d4bf34920,00:1D:4B:F3:49:20,00:1D:4B:F3:49:22,2795"
001d4bf34924,00:1D:4B:F3:49:24,00:1D:4B:F3:49:27,2441,"001d4bf34924,00:1D:4B:F3:49:24,00:1D:4B:F3:49:26,2441"
001d4bf34928,00:1D:4B:F3:49:28,00:1D:4B:F3:49:2B,1950,"001d4bf34928,00:1D:4B:F3:49:28,00:1D:4B:F3:49:2A,1950"
001d4bf3492c,00:1D:4B:F3:49:2C,00:1D:4B:F3:49:2F,4197,"001d4bf3492c,00:1D:4B:F3:49:2C,00:1D:4B:F3:49:2E,4197"
001d4bf34930,00:1D:4B:F3:49:30,00:1D:4B:F3:49:33,2108,"001d4bf34930,00:1D:4B:F3:49:30,00:1D:4B:F3:49:32,2108"
001d4bf34934,00:1D:4B:F3:49:34,00:1D:4B:F3:49:37,6839,"001d4bf34934,00:1D:4B:F3:49:34,00:1D:4B:F3:49:36,6839"
001d4bf34938,00:1D:4B:F3:49:38,00:1D:4B:F3:49:3B,8250,"001d4bf34938,00:1D:4B:F3:49:38,00:1D:4B:F3:49:3A,8250"
001d4bf3493c,00:1D:4B:F3:49:3C,00:1D:4B:F3:49:3F,6339,"001d4bf3493c,00:1D:4B:F3:49:3C,00:1D:4B:F3:49:3E,6339"
001d4bf34940,00:1D:4B:F3:49:40,00:1D:4B:F3:49:43,7114,"001d4bf34940,00:1D:4B:F3:49:40,00:1D:4B:F3:49:42,7114"
001d4bf34944,00:1D:4B:F3:49:44,00:1D:4B:F3:49:47,7357,"001d4bf34944,00:1D:4B:F3:49:44,00:1D:4B:F3:49:46,7357"
001d4bf34948,00:1D:4B:F3:49:48,00:1D:4B:F3:49:4B,4350,"001d4bf34948,00:1D:4B:F3:49:48,00:1D:4B:F3:49:4A,4350"
001d4bf3494c,00:1D:4B:F3:49:4C,00:1D:4B:F3:49:4F,1892,"001d4bf3494c,00:1D:4B:F3:49:4C,00:1D:4B:F3:49:4E,1892"
001d4bf34950,00:1D:4B:F3:49:50,00:1D:4B:F3:49:53,3869,"001d4bf34950,00:1D:4B:F3:49:50,00:1D:4B:F3:49:52,3869"
001d4bf34954,00:1D:4B:F3:49:54,00:1D:4B:F3:49:57,1358,"001d4bf34954,00:1D:4B:F3:49:54,00:1D:4B:F3:49:56,1358"
001d4bf34958,00:1D:4B:F3:49:58,00:1D:4B:F3:49:5B,4423,"001d4bf34958,00:1D:4B:F3:49:58,00:1D:4B:F3:49:5A,4423"
001d4bf3495c,00:1D:4B:F3:49:5C,00:1D:4B:F3:49:5F,1831,"001d4bf3495c,00:1D:4B:F3:49:5C,00:1D:4B:F3:49:5E,1831"
001d4bf34960,00:1D:4B:F3:49:60,00:1D:4B:F3:49:63,1180,"001d4bf34960,00:1D:4B:F3:49:60,00:1D:4B:F3:49:62,1180"
001d4bf34964,00:1D:4B:F3:49:64,00:1D:4B:F3:49:67,0663,"001d4bf34964,00:1D:4B:F3:49:64,00:1D:4B:F3:49:66,0663"
001d4bf34968,00:1D:4B:F3:49:68,00:1D:4B:F3:49:6B,3193,"001d4bf34968,00:1D:4B:F3:49:68,00:1D:4B:F3:49:6A,3193"
001d4bf3496c,00:1D:4B:F3:49:6C,00:1D:4B:F3:49:6F,0807,"001d4bf3496c,00:1D:4B:F3:49:6C,00:1D:4B:F3:49:6E,0807"
001d4bf34970,00:1D:4B:F3:49:70,00:1D:4B:F3:49:73,0291,"001d4bf34970,00:1D:4B:F3:49:70,00:1D:4B:F3:49:72,0291"
001d4bf34974,00:1D:4B:F3:49:74,00:1D:4B:F3:49:77,7316,"001d4bf34974,00:1D:4B:F3:49:74,00:1D:4B:F3:49:76,7316"
001d4bf34978,00:1D:4B:F3:49:78,00:1D:4B:F3:49:7B,5157,"001d4bf34978,00:1D:4B:F3:49:78,00:1D:4B:F3:49:7A,5157"
001d4bf3497c,00:1D:4B:F3:49:7C,00:1D:4B:F3:49:7F,8549,"001d4bf3497c,00:1D:4B:F3:49:7C,00:1D:4B:F3:49:7E,8549"
001d4bf34980,00:1D:4B:F3:49:80,00:1D:4B:F3:49:83,9897,"001d4bf34980,00:1D:4B:F3:49:80,00:1D:4B:F3:49:82,9897"
001d4bf34984,00:1D:4B:F3:49:84,00:1D:4B:F3:49:87,0067,"001d4bf34984,00:1D:4B:F3:49:84,00:1D:4B:F3:49:86,0067"
001d4bf34988,00:1D:4B:F3:49:88,00:1D:4B:F3:49:8B,4874,"001d4bf34988,00:1D:4B:F3:49:88,00:1D:4B:F3:49:8A,4874"
001d4bf3498c,00:1D:4B:F3:49:8C,00:1D:4B:F3:49:8F,1868,"001d4bf3498c,00:1D:4B:F3:49:8C,00:1D:4B:F3:49:8E,1868"
001d4bf34990,00:1D:4B:F3:49:90,00:1D:4B:F3:49:93,8062,"001d4bf34990,00:1D:4B:F3:49:90,00:1D:4B:F3:49:92,8062"
001d4bf34994,00:1D:4B:F3:49:94,00:1D:4B:F3:49:97,7325,"001d4bf34994,00:1D:4B:F3:49:94,00:1D:4B:F3:49:96,7325"
001d4bf34998,00:1D:4B:F3:49:98,00:1D:4B:F3:49:9B,6764,"001d4bf34998,00:1D:4B:F3:49:98,00:1D:4B:F3:49:9A,6764"
001d4bf3499c,00:1D:4B:F3:49:9C,00:1D:4B:F3:49:9F,6226,"001d4bf3499c,00:1D:4B:F3:49:9C,00:1D:4B:F3:49:9E,6226"
001d4bf349a0,00:1D:4B:F3:49:A0,00:1D:4B:F3:49:A3,6994,"001d4bf349a0,00:1D:4B:F3:49:A0,00:1D:4B:F3:49:A2,6994"
001d4bf349a4,00:1D:4B:F3:49:A4,00:1D:4B:F3:49:A7,3279,"001d4bf349a4,00:1D:4B:F3:49:A4,00:1D:4B:F3:49:A6,3279"
001d4bf349a8,00:1D:4B:F3:49:A8,00:1D:4B:F3:49:AB,2537,"001d4bf349a8,00:1D:4B:F3:49:A8,00:1D:4B:F3:49:AA,2537"
001d4bf349ac,00:1D:4B:F3:49:AC,00:1D:4B:F3:49:AF,3230,"001d4bf349ac,00:1D:4B:F3:49:AC,00:1D:4B:F3:49:AE,3230"
001d4bf349b0,00:1D:4B:F3:49:B0,00:1D:4B:F3:49:B3,4388,"001d4bf349b0,00:1D:4B:F3:49:B0,00:1D:4B:F3:49:B2,4388"
001d4bf349b4,00:1D:4B:F3:49:B4,00:1D:4B:F3:49:B7,0129,"001d4bf349b4,00:1D:4B:F3:49:B4,00:1D:4B:F3:49:B6,0129"
001d4bf349b8,00:1D:4B:F3:49:B8,00:1D:4B:F3:49:BB,9075,"001d4bf349b8,00:1D:4B:F3:49:B8,00:1D:4B:F3:49:BA,9075"
001d4bf349bc,00:1D:4B:F3:49:BC,00:1D:4B:F3:49:BF,2730,"001d4bf349bc,00:1D:4B:F3:49:BC,00:1D:4B:F3:49:BE,2730"
001d4bf349c0,00:1D:4B:F3:49:C0,00:1D:4B:F3:49:C3,1886,"001d4bf349c0,00:1D:4B:F3:49:C0,00:1D:4B:F3:49:C2,1886"
001d4bf349c4,00:1D:4B:F3:49:C4,00:1D:4B:F3:49:C7,0520,"001d4bf349c4,00:1D:4B:F3:49:C4,00:1D:4B:F3:49:C6,0520"
001d4bf349c8,00:1D:4B:F3:49:C8,00:1D:4B:F3:49:CB,8507,"001d4bf349c8,00:1D:4B:F3:49:C8,00:1D:4B:F3:49:CA,8507"
001d4bf349cc,00:1D:4B:F3:49:CC,00:1D:4B:F3:49:CF,4213,"001d4bf349cc,00:1D:4B:F3:49:CC,00:1D:4B:F3:49:CE,4213"
001d4bf349d0,00:1D:4B:F3:49:D0,00:1D:4B:F3:49:D3,3617,"001d4bf349d0,00:1D:4B:F3:49:D0,00:1D:4B:F3:49:D2,3617"
001d4bf349d4,00:1D:4B:F3:49:D4,00:1D:4B:F3:49:D7,8356,"001d4bf349d4,00:1D:4B:F3:49:D4,00:1D:4B:F3:49:D6,8356"
001d4bf349d8,00:1D:4B:F3:49:D8,00:1D:4B:F3:49:DB,0677,"001d4bf349d8,00:1D:4B:F3:49:D8,00:1D:4B:F3:49:DA,0677"
001d4bf349dc,00:1D:4B:F3:49:DC,00:1D:4B:F3:49:DF,4143,"001d4bf349dc,00:1D:4B:F3:49:DC,00:1D:4B:F3:49:DE,4143"
001d4bf349e0,00:1D:4B:F3:49:E0,00:1D:4B:F3:49:E3,5516,"001d4bf349e0,00:1D:4B:F3:49:E0,00:1D:4B:F3:49:E2,5516"
001d4bf349e4,00:1D:4B:F3:49:E4,00:1D:4B:F3:49:E7,6851,"001d4bf349e4,00:1D:4B:F3:49:E4,00:1D:4B:F3:49:E6,6851"
001d4bf349e8,00:1D:4B:F3:49:E8,00:1D:4B:F3:49:EB,1761,"001d4bf349e8,00:1D:4B:F3:49:E8,00:1D:4B:F3:49:EA,1761"
001d4bf349ec,00:1D:4B:F3:49:EC,00:1D:4B:F3:49:EF,5572,"001d4bf349ec,00:1D:4B:F3:49:EC,00:1D:4B:F3:49:EE,5572"
001d4bf349f0,00:1D:4B:F3:49:F0,00:1D:4B:F3:49:F3,3670,"001d4bf349f0,00:1D:4B:F3:49:F0,00:1D:4B:F3:49:F2,3670"
001d4bf349f4,00:1D:4B:F3:49:F4,00:1D:4B:F3:49:F7,8098,"001d4bf349f4,00:1D:4B:F3:49:F4,00:1D:4B:F3:49:F6,8098"
001d4bf349f8,00:1D:4B:F3:49:F8,00:1D:4B:F3:49:FB,0200,"001d4bf349f8,00:1D:4B:F3:49:F8,00:1D:4B:F3:49:FA,0200"
001d4bf349fc,00:1D:4B:F3:49:FC,00:1D:4B:F3:49:FF,5441,"001d4bf349fc,00:1D:4B:F3:49:FC,00:1D:4B:F3:49:FE,5441"
001d4bf34a00,00:1D:4B:F3:4A:00,00:1D:4B:F3:4A:03,3762,"001d4bf34a00,00:1D:4B:F3:4A:00,00:1D:4B:F3:4A:02,3762"
001d4bf34a04,00:1D:4B:F3:4A:04,00:1D:4B:F3:4A:07,6685,"001d4bf34a04,00:1D:4B:F3:4A:04,00:1D:4B:F3:4A:06,6685"
001d4bf34a08,00:1D:4B:F3:4A:08,00:1D:4B:F3:4A:0B,1576,"001d4bf34a08,00:1D:4B:F3:4A:08,00:1D:4B:F3:4A:0A,1576"
001d4bf34a0c,00:1D:4B:F3:4A:0C,00:1D:4B:F3:4A:0F,2907,"001d4bf34a0c,00:1D:4B:F3:4A:0C,00:1D:4B:F3:4A:0E,2907"
001d4bf34a10,00:1D:4B:F3:4A:10,00:1D:4B:F3:4A:13,0209,"001d4bf34a10,00:1D:4B:F3:4A:10,00:1D:4B:F3:4A:12,0209"
001d4bf34a14,00:1D:4B:F3:4A:14,00:1D:4B:F3:4A:17,1722,"001d4bf34a14,00:1D:4B:F3:4A:14,00:1D:4B:F3:4A:16,1722"
001d4bf34a18,00:1D:4B:F3:4A:18,00:1D:4B:F3:4A:1B,7362,"001d4bf34a18,00:1D:4B:F3:4A:18,00:1D:4B:F3:4A:1A,7362"
001d4bf34a1c,00:1D:4B:F3:4A:1C,00:1D:4B:F3:4A:1F,0157,"001d4bf34a1c,00:1D:4B:F3:4A:1C,00:1D:4B:F3:4A:1E,0157"
001d4bf34a20,00:1D:4B:F3:4A:20,00:1D:4B:F3:4A:23,7343,"001d4bf34a20,00:1D:4B:F3:4A:20,00:1D:4B:F3:4A:22,7343"
001d4bf34a24,00:1D:4B:F3:4A:24,00:1D:4B:F3:4A:27,1711,"001d4bf34a24,00:1D:4B:F3:4A:24,00:1D:4B:F3:4A:26,1711"
001d4bf34a28,00:1D:4B:F3:4A:28,00:1D:4B:F3:4A:2B,1032,"001d4bf34a28,00:1D:4B:F3:4A:28,00:1D:4B:F3:4A:2A,1032"
001d4bf34a2c,00:1D:4B:F3:4A:2C,00:1D:4B:F3:4A:2F,7670,"001d4bf34a2c,00:1D:4B:F3:4A:2C,00:1D:4B:F3:4A:2E,7670"
001d4bf34a30,00:1D:4B:F3:4A:30,00:1D:4B:F3:4A:33,2567,"001d4bf34a30,00:1D:4B:F3:4A:30,00:1D:4B:F3:4A:32,2567"
001d4bf34a34,00:1D:4B:F3:4A:34,00:1D:4B:F3:4A:37,3631,"001d4bf34a34,00:1D:4B:F3:4A:34,00:1D:4B:F3:4A:36,3631"
001d4bf34a38,00:1D:4B:F3:4A:38,00:1D:4B:F3:4A:3B,9199,"001d4bf34a38,00:1D:4B:F3:4A:38,00:1D:4B:F3:4A:3A,9199"
001d4bf34a3c,00:1D:4B:F3:4A:3C,00:1D:4B:F3:4A:3F,0480,"001d4bf34a3c,00:1D:4B:F3:4A:3C,00:1D:4B:F3:4A:3E,0480"
001d4bf34a40,00:1D:4B:F3:4A:40,00:1D:4B:F3:4A:43,6692,"001d4bf34a40,00:1D:4B:F3:4A:40,00:1D:4B:F3:4A:42,6692"
001d4bf34a44,00:1D:4B:F3:4A:44,00:1D:4B:F3:4A:47,6655,"001d4bf34a44,00:1D:4B:F3:4A:44,00:1D:4B:F3:4A:46,6655"
001d4bf34a48,00:1D:4B:F3:4A:48,00:1D:4B:F3:4A:4B,7659,"001d4bf34a48,00:1D:4B:F3:4A:48,00:1D:4B:F3:4A:4A,7659"
001d4bf34a4c,00:1D:4B:F3:4A:4C,00:1D:4B:F3:4A:4F,6092,"001d4bf34a4c,00:1D:4B:F3:4A:4C,00:1D:4B:F3:4A:4E,6092"
001d4bf34a50,00:1D:4B:F3:4A:50,00:1D:4B:F3:4A:53,0788,"001d4bf34a50,00:1D:4B:F3:4A:50,00:1D:4B:F3:4A:52,0788"
001d4bf34a54,00:1D:4B:F3:4A:54,00:1D:4B:F3:4A:57,1604,"001d4bf34a54,00:1D:4B:F3:4A:54,00:1D:4B:F3:4A:56,1604"
001d4bf34a58,00:1D:4B:F3:4A:58,00:1D:4B:F3:4A:5B,4583,"001d4bf34a58,00:1D:4B:F3:4A:58,00:1D:4B:F3:4A:5A,4583"
001d4bf34a5c,00:1D:4B:F3:4A:5C,00:1D:4B:F3:4A:5F,4228,"001d4bf34a5c,00:1D:4B:F3:4A:5C,00:1D:4B:F3:4A:5E,4228"
001d4bf34a60,00:1D:4B:F3:4A:60,00:1D:4B:F3:4A:63,5298,"001d4bf34a60,00:1D:4B:F3:4A:60,00:1D:4B:F3:4A:62,5298"
001d4bf34a64,00:1D:4B:F3:4A:64,00:1D:4B:F3:4A:67,7481,"001d4bf34a64,00:1D:4B:F3:4A:64,00:1D:4B:F3:4A:66,7481"
001d4bf34a68,00:1D:4B:F3:4A:68,00:1D:4B:F3:4A:6B,6033,"001d4bf34a68,00:1D:4B:F3:4A:68,00:1D:4B:F3:4A:6A,6033"
001d4bf34a6c,00:1D:4B:F3:4A:6C,00:1D:4B:F3:4A:6F,2651,"001d4bf34a6c,00:1D:4B:F3:4A:6C,00:1D:4B:F3:4A:6E,2651"
001d4bf34a70,00:1D:4B:F3:4A:70,00:1D:4B:F3:4A:73,2781,"001d4bf34a70,00:1D:4B:F3:4A:70,00:1D:4B:F3:4A:72,2781"
001d4bf34a74,00:1D:4B:F3:4A:74,00:1D:4B:F3:4A:77,4315,"001d4bf34a74,00:1D:4B:F3:4A:74,00:1D:4B:F3:4A:76,4315"
001d4bf34a78,00:1D:4B:F3:4A:78,00:1D:4B:F3:4A:7B,7480,"001d4bf34a78,00:1D:4B:F3:4A:78,00:1D:4B:F3:4A:7A,7480"
001d4bf34a7c,00:1D:4B:F3:4A:7C,00:1D:4B:F3:4A:7F,3800,"001d4bf34a7c,00:1D:4B:F3:4A:7C,00:1D:4B:F3:4A:7E,3800"
001d4bf34a80,00:1D:4B:F3:4A:80,00:1D:4B:F3:4A:83,0992,"001d4bf34a80,00:1D:4B:F3:4A:80,00:1D:4B:F3:4A:82,0992"
001d4bf34a84,00:1D:4B:F3:4A:84,00:1D:4B:F3:4A:87,2286,"001d4bf34a84,00:1D:4B:F3:4A:84,00:1D:4B:F3:4A:86,2286"
001d4bf34a88,00:1D:4B:F3:4A:88,00:1D:4B:F3:4A:8B,7332,"001d4bf34a88,00:1D:4B:F3:4A:88,00:1D:4B:F3:4A:8A,7332"
001d4bf34a8c,00:1D:4B:F3:4A:8C,00:1D:4B:F3:4A:8F,9976,"001d4bf34a8c,00:1D:4B:F3:4A:8C,00:1D:4B:F3:4A:8E,9976"
001d4bf34a90,00:1D:4B:F3:4A:90,00:1D:4B:F3:4A:93,1819,"001d4bf34a90,00:1D:4B:F3:4A:90,00:1D:4B:F3:4A:92,1819"
001d4bf34a94,00:1D:4B:F3:4A:94,00:1D:4B:F3:4A:97,1923,"001d4bf34a94,00:1D:4B:F3:4A:94,00:1D:4B:F3:4A:96,1923"
001d4bf34a98,00:1D:4B:F3:4A:98,00:1D:4B:F3:4A:9B,4254,"001d4bf34a98,00:1D:4B:F3:4A:98,00:1D:4B:F3:4A:9A,4254"
001d4bf34a9c,00:1D:4B:F3:4A:9C,00:1D:4B:F3:4A:9F,3895,"001d4bf34a9c,00:1D:4B:F3:4A:9C,00:1D:4B:F3:4A:9E,3895"
001d4bf34aa0,00:1D:4B:F3:4A:A0,00:1D:4B:F3:4A:A3,6090,"001d4bf34aa0,00:1D:4B:F3:4A:A0,00:1D:4B:F3:4A:A2,6090"
001d4bf34aa4,00:1D:4B:F3:4A:A4,00:1D:4B:F3:4A:A7,3402,"001d4bf34aa4,00:1D:4B:F3:4A:A4,00:1D:4B:F3:4A:A6,3402"
001d4bf34aa8,00:1D:4B:F3:4A:A8,00:1D:4B:F3:4A:AB,1277,"001d4bf34aa8,00:1D:4B:F3:4A:A8,00:1D:4B:F3:4A:AA,1277"
001d4bf34aac,00:1D:4B:F3:4A:AC,00:1D:4B:F3:4A:AF,4078,"001d4bf34aac,00:1D:4B:F3:4A:AC,00:1D:4B:F3:4A:AE,4078"
001d4bf34ab0,00:1D:4B:F3:4A:B0,00:1D:4B:F3:4A:B3,2746,"001d4bf34ab0,00:1D:4B:F3:4A:B0,00:1D:4B:F3:4A:B2,2746"
001d4bf34ab4,00:1D:4B:F3:4A:B4,00:1D:4B:F3:4A:B7,9988,"001d4bf34ab4,00:1D:4B:F3:4A:B4,00:1D:4B:F3:4A:B6,9988"
001d4bf34ab8,00:1D:4B:F3:4A:B8,00:1D:4B:F3:4A:BB,2661,"001d4bf34ab8,00:1D:4B:F3:4A:B8,00:1D:4B:F3:4A:BA,2661"
001d4bf34abc,00:1D:4B:F3:4A:BC,00:1D:4B:F3:4A:BF,2650,"001d4bf34abc,00:1D:4B:F3:4A:BC,00:1D:4B:F3:4A:BE,2650"
001d4bf34ac0,00:1D:4B:F3:4A:C0,00:1D:4B:F3:4A:C3,9164,"001d4bf34ac0,00:1D:4B:F3:4A:C0,00:1D:4B:F3:4A:C2,9164"
001d4bf34ac4,00:1D:4B:F3:4A:C4,00:1D:4B:F3:4A:C7,2333,"001d4bf34ac4,00:1D:4B:F3:4A:C4,00:1D:4B:F3:4A:C6,2333"
001d4bf34ac8,00:1D:4B:F3:4A:C8,00:1D:4B:F3:4A:CB,4267,"001d4bf34ac8,00:1D:4B:F3:4A:C8,00:1D:4B:F3:4A:CA,4267"
001d4bf34acc,00:1D:4B:F3:4A:CC,00:1D:4B:F3:4A:CF,9349,"001d4bf34acc,00:1D:4B:F3:4A:CC,00:1D:4B:F3:4A:CE,9349"
001d4bf34ad0,00:1D:4B:F3:4A:D0,00:1D:4B:F3:4A:D3,2515,"001d4bf34ad0,00:1D:4B:F3:4A:D0,00:1D:4B:F3:4A:D2,2515"
001d4bf34ad4,00:1D:4B:F3:4A:D4,00:1D:4B:F3:4A:D7,4943,"001d4bf34ad4,00:1D:4B:F3:4A:D4,00:1D:4B:F3:4A:D6,4943"
001d4bf34ad8,00:1D:4B:F3:4A:D8,00:1D:4B:F3:4A:DB,8078,"001d4bf34ad8,00:1D:4B:F3:4A:D8,00:1D:4B:F3:4A:DA,8078"
001d4bf34adc,00:1D:4B:F3:4A:DC,00:1D:4B:F3:4A:DF,6969,"001d4bf34adc,00:1D:4B:F3:4A:DC,00:1D:4B:F3:4A:DE,6969"
001d4bf34ae0,00:1D:4B:F3:4A:E0,00:1D:4B:F3:4A:E3,8443,"001d4bf34ae0,00:1D:4B:F3:4A:E0,00:1D:4B:F3:4A:E2,8443"
001d4bf34ae4,00:1D:4B:F3:4A:E4,00:1D:4B:F3:4A:E7,8069,"001d4bf34ae4,00:1D:4B:F3:4A:E4,00:1D:4B:F3:4A:E6,8069"
001d4bf34ae8,00:1D:4B:F3:4A:E8,00:1D:4B:F3:4A:EB,8677,"001d4bf34ae8,00:1D:4B:F3:4A:E8,00:1D:4B:F3:4A:EA,8677"
001d4bf34aec,00:1D:4B:F3:4A:EC,00:1D:4B:F3:4A:EF,9331,"001d4bf34aec,00:1D:4B:F3:4A:EC,00:1D:4B:F3:4A:EE,9331"
001d4bf34af0,00:1D:4B:F3:4A:F0,00:1D:4B:F3:4A:F3,0355,"001d4bf34af0,00:1D:4B:F3:4A:F0,00:1D:4B:F3:4A:F2,0355"
001d4bf34af4,00:1D:4B:F3:4A:F4,00:1D:4B:F3:4A:F7,5666,"001d4bf34af4,00:1D:4B:F3:4A:F4,00:1D:4B:F3:4A:F6,5666"
001d4bf34af8,00:1D:4B:F3:4A:F8,00:1D:4B:F3:4A:FB,2021,"001d4bf34af8,00:1D:4B:F3:4A:F8,00:1D:4B:F3:4A:FA,2021"
001d4bf34afc,00:1D:4B:F3:4A:FC,00:1D:4B:F3:4A:FF,0372,"001d4bf34afc,00:1D:4B:F3:4A:FC,00:1D:4B:F3:4A:FE,0372"
001d4bf34b00,00:1D:4B:F3:4B:00,00:1D:4B:F3:4B:03,6763,"001d4bf34b00,00:1D:4B:F3:4B:00,00:1D:4B:F3:4B:02,6763"
001d4bf34b04,00:1D:4B:F3:4B:04,00:1D:4B:F3:4B:07,0207,"001d4bf34b04,00:1D:4B:F3:4B:04,00:1D:4B:F3:4B:06,0207"
001d4bf34b08,00:1D:4B:F3:4B:08,00:1D:4B:F3:4B:0B,5490,"001d4bf34b08,00:1D:4B:F3:4B:08,00:1D:4B:F3:4B:0A,5490"
001d4bf34b0c,00:1D:4B:F3:4B:0C,00:1D:4B:F3:4B:0F,3639,"001d4bf34b0c,00:1D:4B:F3:4B:0C,00:1D:4B:F3:4B:0E,3639"
001d4bf34b10,00:1D:4B:F3:4B:10,00:1D:4B:F3:4B:13,3544,"001d4bf34b10,00:1D:4B:F3:4B:10,00:1D:4B:F3:4B:12,3544"
001d4bf34b14,00:1D:4B:F3:4B:14,00:1D:4B:F3:4B:17,0984,"001d4bf34b14,00:1D:4B:F3:4B:14,00:1D:4B:F3:4B:16,0984"
001d4bf34b18,00:1D:4B:F3:4B:18,00:1D:4B:F3:4B:1B,3507,"001d4bf34b18,00:1D:4B:F3:4B:18,00:1D:4B:F3:4B:1A,3507"
001d4bf34b1c,00:1D:4B:F3:4B:1C,00:1D:4B:F3:4B:1F,2096,"001d4bf34b1c,00:1D:4B:F3:4B:1C,00:1D:4B:F3:4B:1E,2096"
001d4bf34b20,00:1D:4B:F3:4B:20,00:1D:4B:F3:4B:23,8731,"001d4bf34b20,00:1D:4B:F3:4B:20,00:1D:4B:F3:4B:22,8731"
001d4bf34b24,00:1D:4B:F3:4B:24,00:1D:4B:F3:4B:27,7889,"001d4bf34b24,00:1D:4B:F3:4B:24,00:1D:4B:F3:4B:26,7889"
001d4bf34b28,00:1D:4B:F3:4B:28,00:1D:4B:F3:4B:2B,4566,"001d4bf34b28,00:1D:4B:F3:4B:28,00:1D:4B:F3:4B:2A,4566"
001d4bf34b2c,00:1D:4B:F3:4B:2C,00:1D:4B:F3:4B:2F,7119,"001d4bf34b2c,00:1D:4B:F3:4B:2C,00:1D:4B:F3:4B:2E,7119"
001d4bf34b30,00:1D:4B:F3:4B:30,00:1D:4B:F3:4B:33,3522,"001d4bf34b30,00:1D:4B:F3:4B:30,00:1D:4B:F3:4B:32,3522"
001d4bf34b34,00:1D:4B:F3:4B:34,00:1D:4B:F3:4B:37,9195,"001d4bf34b34,00:1D:4B:F3:4B:34,00:1D:4B:F3:4B:36,9195"
001d4bf34b38,00:1D:4B:F3:4B:38,00:1D:4B:F3:4B:3B,1917,"001d4bf34b38,00:1D:4B:F3:4B:38,00:1D:4B:F3:4B:3A,1917"
001d4bf34b3c,00:1D:4B:F3:4B:3C,00:1D:4B:F3:4B:3F,5244,"001d4bf34b3c,00:1D:4B:F3:4B:3C,00:1D:4B:F3:4B:3E,5244"
001d4bf34b40,00:1D:4B:F3:4B:40,00:1D:4B:F3:4B:43,0643,"001d4bf34b40,00:1D:4B:F3:4B:40,00:1D:4B:F3:4B:42,0643"
001d4bf34b44,00:1D:4B:F3:4B:44,00:1D:4B:F3:4B:47,0479,"001d4bf34b44,00:1D:4B:F3:4B:44,00:1D:4B:F3:4B:46,0479"
